Codigo,Descripcion,Unidad,Activo,AVA01,AVA02,AVA03,AVA04,Proveedor,Familia,Clase,Línea,Ubicación
325-2056000E4,PLACA P/BARRA DE EMPUJE 0.50 CM NEGRO HERRALUM,PZA,True,0,0,0,30,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-PLACA-BL,PLACA P/BARRA DE EMPUJE BLANCA TECNO,PZA,True,0,0,0,16,"ASSA ABLOY MEXICO, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-PLACA-ADK,PLACA P/BARRA DE EMPUJE CAFE TECNO,PZA,True,0,0,0,10,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-PLACA-ANA,PLACA P/BARRA DE EMPUJE NATURAL TECNO,PZA,True,0,0,0,7,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-BAEM1-D200,TUBO BARRA EMPUJE DE 1.00 MTS CAFE TECNO,PZA,True,0,0,0,4,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-BAEM120-BL,TUBO BARRA EMPUJE DE 1.20 MTS BLANCO TECNO,PZA,True,0,0,0,6,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-BAEM120-D200,TUBO BARRA EMPUJE DE 1.20 MTS CAFE TECNO,PZA,True,0,0,0,6,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-BAEM120-NAT,TUBO BARRA EMPUJE DE 1.20 MTS NATURAL TECNO,PZA,True,0,0,0,3,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056100BL,TUBO P/BARRA DE EMPUJE 1.00 MTS. BLANCA HERRALUM,PZA,True,0,0,0,27,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056100E2,TUBO P/BARRA DE EMPUJE 1.00 MTS. CAFE HERRALUM,PZA,True,0,0,0,10,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056100NA,TUBO P/BARRA DE EMPUJE 1.00 MTS. NATURAL HERRALUM,PZA,False,-4,0,0,9,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056100E4,TUBO P/BARRA DE EMPUJE 1.00 MTS. NEGRO HERRALUM,PZA,True,0,0,0,20,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056120BL,TUBO P/BARRA DE EMPUJE 1.20 MTS. BLANCA HERRALUM,PZA,True,0,0,0,34,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056120NA,TUBO P/BARRA DE EMPUJE 1.20 MTS. NATURAL HERRALUM,PZA,True,0,0,0,30,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2056120E4,TUBO P/BARRA DE EMPUJE 1.20 MTS. NEGRO HERRALUM,PZA,True,0,0,0,15,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE EMPUJE,4
325-2317060CO,BARRA DE SEGURIDAD A MURO  ACERO INOX 60 CMS CROMADA,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317080CO,BARRA DE SEGURIDAD A MURO  ACERO INOX 80 CMS CROMADA,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317050CO,BARRA DE SEGURIDAD A MURO ACERO INOX  50 CMS CROMADA,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317100CO,BARRA DE SEGURIDAD A MURO ACERO INOX 1.00 MTS CROMADO,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317100SA,BARRA DE SEGURIDAD A MURO ACERO INOX 1.00 MTS SATINADO,PZA,True,0,0,0,11,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317050SA,BARRA DE SEGURIDAD A MURO ACERO INOX 50 CMS SATINADA,PZA,True,0,0,0,13,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317060SA,BARRA DE SEGURIDAD A MURO ACERO INOX 60 CMS SATINADA,PZA,True,0,0,0,9,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2317080SA,BARRA DE SEGURIDAD A MURO ACERO INOX 80 SATINADO,PZA,True,0,0,0,8,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2315090060090,BARRA DE SEGURIDAD A MURO INOX DERECHA (90 X 60),PZA,True,0,0,0,2,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
325-2314090060090,BARRA DE SEGURIDAD A MURO INOX IZQUIERDA (90 X 60),PZA,True,0,0,0,2,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRA DE SEGURIDAD,4
326-2150120E2,BARRA ALUMINIO P/ANTIPANICO 1.20 CAFE,PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-2150120NA,BARRA ALUMINIO P/ANTIPANICO 1.20 NATURAL,PZA,True,0,0,0,19,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-126J-B15HPS,BARRA ANTIPANICO HORIZONTAL DAWH NATURAL B15HPS INCLUYE CILINDRO,PZA,True,0,0,0,0,"JACKSON CORPORATION MEXICO, SA DE CV",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1023000DB,BARRA ANTIPANICO HORIZONTAL DERECHA HERRALUM BLANCA,PZA,True,0,0,0,0,"ROBIN HERRAJES Y ACCESORIOS, S DE RL DE CV",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1028113GR,BARRA ANTIPANICO VERTICAL DOBLE SATIN P/PTA TEMPLADA,PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1029000GR,BASE P/BARRA ANTIPANICO VERTICAL CON CHAPA NATURAL HERRALUM,PZA,True,0,0,0,6,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1023DERGR,BASE P/BARRA HORIZONTAL DERECHA GRIS,PZA,True,0,0,0,7,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1023IZQGR,BASE P/BARRA HORIZONTAL IZQUIERDA GRIS,PZA,True,0,0,0,8,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1023IZQCA,BASE P/BARRA HORIZONTAL IZQUIERDO CAFE,PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1029CILGR,"CILINDRO DE 1"" P/BARRA ANTIPANICO NATURAL",PZA,True,0,0,0,6,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1023000CA,CILINDRO P/BARRA ANTIPANICO CAFE,PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
325-1023000GR,CILINDRO P/BARRA ANTIPANICO GRIS,PZA,True,0,0,0,7,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BARRAS ANTIPANICOS,4
320-MX65952,KIT ACCESORIO BRUKEN 390 P/BISAGRA HIDRAULICA PARA ZOCLO DE ALUMINIO,KIT,True,0,0,0,37,"ASSA ABLOY MEXICO, S.A. DE C.V.",HERRAJES,HERRAJES,BATIENTE 1750,4
320-MX66697,"MANIJA TIPO ""J"" P/KIT CERRADURA BRUKEN 4753",PZA,True,0,0,0,37,"ASSA ABLOY MEXICO, S.A. DE C.V.",HERRAJES,HERRAJES,BATIENTE 1750,4
320-MX66698,"MANIJA TIPO ""L"" P/KIT CERRADURA BRUKEN 4753",PZA,True,-2,0,0,33,"ASSA ABLOY MEXICO, S.A. DE C.V.",HERRAJES,HERRAJES,BATIENTE 1750,4
320-MX66700,"MANIJA TIPO ""TUBULAR"" P/KIT CERRADURA BRUKEN 4753",PZA,True,0,0,0,25,"ASSA ABLOY MEXICO, S.A. DE C.V.",HERRAJES,HERRAJES,BATIENTE 1750,4
302-2035001BL,BISAGRA DE ALUMINIO TIPO LIBRO BLANCO HERRALUM (NUEVA CLAVE),PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
302-2035000BL,BISAGRA DE LIBRO 3 X 3 BLANCO HERRALUM,PZA,True,0,0,0,431,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
302-2035000E2,BISAGRA DE LIBRO 3 X 3 CAFE HERRALUM,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
302-2035000CB,BISAGRA DE LIBRO 3 X 3 CHAMPAGNE PULIDO HERRALUM,PZA,True,-3,0,0,327,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
302-2035000NO,BISAGRA DE LIBRO 3 X 3 MADERA NOGAL HERRALUM,PZA,True,0,0,0,247,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
302-2035000NA,BISAGRA DE LIBRO 3 X 3 NATURAL HERRALUM,PZA,True,0,0,0,407,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
302-2035000NE,BISAGRA DE LIBRO 3 X 3 NEGRO HERRALUM,PZA,True,0,0,0,280,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
132-51PB300,BISAGRA DE LIBRO DE FIERRO FANAL 3 X 3 BLANCO,PZA,False,0,0,0,0,"FANAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
132-51AL300,BISAGRA DE LIBRO DE FIERRO FANAL 3 X 3 NATURAL,PZA,False,0,0,0,0,"FANAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2072,BISAGRA DE PIANO ORO,PZA,False,0,0,0,0,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
132-B2-S0CH300,BISAGRA DE UNA ACCION FANAL PINTURA NEGRA H87,JGO,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,1
317-132-013,BISAGRA DE UNA ACCION LATONADA,PZA,True,0,0,-10,157,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-132-012C,BISAGRA DOBLE ACCION LATONADA 64 MM (JUEGO 2 PZAS),PZA,True,0,0,0,11,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-132-012N,BISAGRA DOBLE ACCION LATONADA 76 MM (JUEGO 2 PZAS),PZA,True,0,0,0,10,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1108000CO,BISAGRA MAGNETO (JUEGO) SENCILLA (1 CHUPON) CROMADA,JGO,True,0,0,0,61,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1101000SA,BISAGRA PARA VITRINA CRISTAL DE 6MM SATIN,PZA,True,0,0,0,50,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2072190BL,BISAGRA PIANO 1.90 MTS HERRALUM BLANCA,PZA,True,0,0,0,78,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2072190E2,BISAGRA PIANO 1.90 MTS HERRALUM CAFE,PZA,True,0,0,0,42,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2072190NA,BISAGRA PIANO 1.90 MTS HERRALUM NATURAL,PZA,True,0,0,0,101,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2072190NE,BISAGRA PIANO 1.90 MTS HERRALUM NEGRA,PZA,True,0,0,0,98,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2177000BL,BISAGRA PTA/BATIENTE SERIE 50 BLANCA HERRALUM,PZA,True,0,0,0,59,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2177000CB,BISAGRA PTA/BATIENTE SERIE 50 CHAMPAGNE HERRALUM,PZA,True,0,0,0,80,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2177000NO,BISAGRA PTA/BATIENTE SERIE 50 MADERA NOGA HERRALUM,PZA,True,0,0,0,9,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2177000NA,BISAGRA PTA/BATIENTE SERIE 50 NATURAL HERRALUM,PZA,True,0,0,0,91,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2177000NB,BISAGRA PTA/BATIENTE SERIE 50 NATURAL PULIDO HERRALUM,PZA,True,0,0,0,46,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2177000NE,BISAGRA PTA/BATIENTE SERIE 50 NEGRO HERRALUM,PZA,True,0,0,0,44,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-BISA151,BISAGRA PTA/BATIENTE SERIE 70 MADERA NOGAL,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,HERRAJES,HERRAJES,BISAGRAS,4
317-BISU-120,BISAGRA SUPERIOR MOD 120/SSS,PZA,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176DERBL,BISAGRA TUBULAR O EUROVENT DERECHA BLANCA HERRALUM,PZA,True,0,0,-1,211,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176DERCA,BISAGRA TUBULAR O EUROVENT DERECHA CAFE HERRALUM,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176DERCB,BISAGRA TUBULAR O EUROVENT DERECHA CHAMP PUL HERRALUM,PZA,True,0,0,0,145,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176DERNO,BISAGRA TUBULAR O EUROVENT DERECHA MADERA NOGAL HERRALUM,PZA,True,0,0,0,41,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176DERGR,BISAGRA TUBULAR O EUROVENT DERECHA NATURAL HERRALUM,PZA,True,0,0,-2,111,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176DERNE,BISAGRA TUBULAR O EUROVENT DERECHA NEGRO HERRALUM,PZA,True,0,0,-10,161,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176IZQBL,BISAGRA TUBULAR O EUROVENT IZQUIERDA BLANCA HERRALUM,PZA,True,0,0,0,217,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176IZQCA,BISAGRA TUBULAR O EUROVENT IZQUIERDA CAFE HERRALUM,PZA,True,44,0,0,-22,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176IZQCB,BISAGRA TUBULAR O EUROVENT IZQUIERDA CHAMP PUL HERRALUM,PZA,True,0,0,0,136,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176IZQNO,BISAGRA TUBULAR O EUROVENT IZQUIERDA MADERA NOGAL HERRALUM,PZA,True,0,0,0,155,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176IZQGR,BISAGRA TUBULAR O EUROVENT IZQUIERDA NATURAL HERRALUM,PZA,True,0,0,0,113,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-2176IZQNE,BISAGRA TUBULAR O EUROVENT IZQUIERDA NEGRA HERRALUM,PZA,True,0,0,0,115,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-BIS-35-BL,BISAGRA TUBULAR O EUROVENT TECNO BLANCO,PZA,False,0,0,0,0,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-BIS-35-NAT,BISAGRA TUBULAR O EUROVENT TECNO NATURAL,PZA,False,0,0,0,0,"TECNO EXTRUSIONES, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1108DOBBL,BISAGRAS MAGNETO (JUEGO) DOBLE (1 CHUPON DOBLE) BLANCA,JGO,True,1,0,0,66,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1108DOBCO,BISAGRAS MAGNETO (JUEGO) DOBLE (1 CHUPON DOBLE) CROMADO,JGO,True,0,0,0,84,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1108DOBNE,BISAGRAS MAGNETO (JUEGO) DOBLE (1CHUPON DOBLE) NEGRO,JGO,True,3,0,-2,93,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1108000BL,BISAGRAS MAGNETO (JUEGO) SENCILLAS (1 CHUPON) BLANCAS,PZA,True,0,0,0,36,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
317-1108000NE,BISAGRAS MAGNETO (JUEGO) SENCILLAS (1 CHUPON) NEGRO,JGO,True,0,0,0,32,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS,4
320-MX66556,BISAGRA BIDIMENSIONAL BRUKEN SOBRE PONER,PZA,True,0,0,0,16,"ASSA ABLOY MEXICO, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS ESPECIALES,4
317-100300000,BISAGRA HIDRAULICA RYOBI DE PISO C/AJUSTE S-202 YKS,PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BISAGRAS ESPECIALES,4
316-102401200,BRAZO DE PROYECCION ACERO INOX 12' (JUEGO),JGO,True,0,0,0,39,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-102401600,BRAZO DE PROYECCION ACERO INOX 16' (JUEGO),JGO,True,0,0,0,29,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-102402000,BRAZO DE PROYECCION ACERO INOX 20' (JUEGO),JGO,True,5,0,0,19,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-102402400,BRAZO DE PROYECCION ACERO INOX 24' (JUEGO),JGO,True,0,0,0,13,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-102400600,BRAZO DE PROYECCION ACERO INOX 6' (JUEGO),JGO,True,0,0,0,50,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-102400800,BRAZO DE PROYECCION ACERO INOX 8' (JUEGO),JGO,True,0,0,0,56,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-1163000GR,BRAZO TELESCOPICO P/LINEA EUROVENT NATURAL,PZA,True,1,0,0,59,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
316-1163000NE,BRAZO TELESCOPICO P/LINEA EUROVENT NEGRO,PZA,True,-2,0,0,49,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,BRAZO DE PROYECCION,4
320-106B-2608597734,"BROCA BLUE GRANITE 3/16 X 6"" BOSCH",PZA,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-106B-2608585220,"BROCA BLUE GRANITE 5/16 X 6"" BOSCH",PZA,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-1778448,BROCA DE 1/4 ALTA VELOCIDAD IRWIN,PZA,True,0,0,0,77,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-1778360,BROCA DE 1/8 ALTA VELOCIDAD IRWIN,PZA,True,0,0,-2,41,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-1778452,BROCA DE 5/16 ALTA VELOCIDAD IRWIN,PZA,True,0,0,0,104,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-1778442,BROCA DE 5/32 ALTA VELOCIDAD IRWIN,PZA,True,-1,0,0,152,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-1778441,BROCA DE 9/64 ALTA VELOCIDAD IRWIN,PZA,True,0,0,0,214,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-165-D-24365,BROCA P/CONCRETO 1/4 X 6 MAKITA,PZA,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-158-BCT-1/4X6,BROCA P/CONCRETO DE 1/4 X 6 TRUPER,PZA,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-IW9051,"BROCA P/CONCRETO LARGA 1/4 X 6"" CARBURO TUGSTENO  IRWIN",PZA,True,0,0,0,87,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-108-008834,"BROCA P/CONCRETO NORMAL 1/4 X 4"" IRWIN",PZA,False,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,1
320-106B-2608585448,"BROCA P/METAL HSS-G 1/4"" BOSCH",PZA,True,0,0,0,19,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-106B-2608585440,"BROCA P/METAL HSS-G 1/8"" BOSCH",PZA,True,9,0,-10,189,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-106B-2608585442,"BROCA P/METAL HSS-G 5/32"" BOSCH",PZA,True,1,0,-3,135,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-106B-2608585441,"BROCA P/METAL HSS-G 9/64"" BOSCH",PZA,True,0,0,0,149,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
320-2608628429-BS,FRESA RECTA CORTE CENTRAL 5/16 BOSCH P/ROUTER,PZA,True,0,0,0,0,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V.",HERRAJES,HERRAJES,BROCAS,4
326-1152000SA,CERRADURA MARUATA PARA PUERTA DE CRISTAL TEMPL 8-10 MM SATINADA,PZA,True,0,0,0,10,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
326-1179000SA,CERRADURA P/ CRISTAL DE 9 A 12 MM TEMPLADO SENCILLA SATINADA,PZA,True,0,0,0,9,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
126-1240003SA,CONECTOR FIJO CON ATRAPE VIDRIO-TUBO SATINADO 19MM DIAMETRO (ZAMAC),PZA,True,1,0,0,24,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
326-1153000SA,CONTRA PARA CHAPA MARUATA 1152 SATINADA,PZA,True,0,0,0,13,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
152-135012000,KIT MARQUESINA DE POLICARBONATO DE 1.20 MTS,KIT,True,20,0,-10,-8,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
152-1012003CO,KIT PTA/BAT DE CRISTAL TEMPLADO CROMADO RYOBI (BIS 1003),KIT,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
152-1012016NE,KIT PTA/BAT DE CRISTAL TEMPLADO NEGRO HERRALUM,KIT,True,0,0,0,4,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
152-1012004SA,KIT PTA/BAT DE CRISTAL TEMPLADO SATINADO RYOBI (BIS 1004),KIT,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
126-1240009SA,"OXFORD CONECTOR TIPO ""L"" TUBO A TUBO DE 19MM SATIN",PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",HERRAJES,HERRAJES,CANCELES DE BAÑO,4
