Codigo,Descripcion,Unidad,Activo,AVA01,AVA02,AVA03,AVA04,Proveedor,Familia,Clase,Línea,Ubicación
40-ACRI-CTE-6MM,ACRILICO 6MM CORTE,M2,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-ACRI-CTE-3MM,"ACRILICO CRISTAL 3,MM",M2,True,0,0,0,144.09,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-ET10112018012,"ACRILICO EXP. CRISTAL 12,MM 1.20 X 1.80 MTS",PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-ET1011201809,ACRILICO EXP. CRISTAL 9.MM 1.20 X 1.80 MTS.,PZA,True,6,0,5,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NB2021201803,ACRILICO NVA GENERACION BLANCO 3.MM 1.20 X 1.80 MTS.,PZA,True,0,0,6,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NB2021802403,ACRILICO NVA GENERACION BLANCO 3.MM 1.80 X 2.40 MTS.,PZA,True,0,0,0,15,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-NB2021201804,ACRILICO NVA GENERACION BLANCO 4.MM 1.20 X 1.80 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NB2021802404,ACRILICO NVA GENERACION BLANCO 4.MM 1.80 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NB2021201805,ACRILICO NVA GENERACION BLANCO 5.MM 1.20 X 1.80 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NB2021802405,ACRILICO NVA GENERACION BLANCO 5.MM 1.80 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NB2021201806,ACRILICO NVA GENERACION BLANCO 6.MM 1.20 X 1.80 MTS.,PZA,True,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NB2021802406,ACRILICO NVA GENERACION BLANCO 6.MM 1.80 X 2.40 MTS.,PZA,True,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-NT1011201803,ACRILICO NVA GENERACION CRISTAL 3.MM 1.20 X 1.80 MTS.,PZA,True,0,0,30,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NT1011802403,ACRILICO NVA GENERACION CRISTAL 3.MM 1.80 X 2.40 MTS.,PZA,True,0,0,0,28,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-NT1011201804,ACRILICO NVA GENERACION CRISTAL 4.MM 1.20 X 1.80 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NT1011802404,ACRILICO NVA GENERACION CRISTAL 4.MM 1.80 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NT10112024005,"ACRILICO NVA GENERACION CRISTAL 5,MM 1.20 X 2.40 MTS",PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NT1011201805,ACRILICO NVA GENERACION CRISTAL 5.MM 1.20 X 1.80 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NT1011802405,ACRILICO NVA GENERACION CRISTAL 5.MM 1.80 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NT1011201806,ACRILICO NVA GENERACION CRISTAL 6.MM 1.20 X 1.80 MTS.,PZA,True,-1,0,8,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NT1011202406,ACRILICO NVA GENERACION CRISTAL 6.MM 1.20 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NT1011802406,ACRILICO NVA GENERACION CRISTAL 6.MM 1.80 X 2.40 MTS.,PZA,True,-2,0,0,9,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-NT1021201803,ACRILICO NVA GENERACION HUMO 3.MM 1.20 X 1.80 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NT1021801803,ACRILICO NVA GENERACION HUMO 3.MM 1.80 X 1.80 MTS,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NT1021802403,ACRILICO NVA GENERACION HUMO 3.MM 1.80 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NT1021201805,ACRILICO NVA GENERACION HUMO 5.MM 1.20 X 1.80 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NT1021802405,ACRILICO NVA GENERACION HUMO 5.MM 1.80 X 2.40 MTS.,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-NT1021201806,ACRILICO NVA GENERACION HUMO 6.MM 1.20 X 1.80 MTS,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,1
40-NO4051201803,ACRILICO NVA GENERACION NEGRO 3.MM 1.20 X 1.80 MTS,PZA,True,5,0,0,11,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,4
40-NB20018018032,"ACRILICO NVA GENERACION OPALINO 3,MM 1.80 X 1.80 MTS",PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NB2001201803,ACRILICO NVA GENERACION OPALINO 3.MM 1.20 X 1.80 MTS.,PZA,True,0,0,1,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-NB2001802403,ACRILICO NVA GENERACION OPALINO 3.MM 1.80 X 2.40 MTS.,PZA,True,0,0,1,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",ACRILICOS,ACRILICOS,ACRILICOS,3
40-30D3B6,"ACRILICO SATINADO 3,MM 1.83 X 2.44 MTS",PZA,False,0,0,0,0,"ACRILICOS PLASTITEC, S.A. DE C.V.",ACRILICOS,ACRILICOS,ACRILICOS DECORADOS,1
40-60D3B6,"ACRILICO SATINADO 6,MM 1.83 X 2.44 MTS",PZA,False,0,0,0,0,"ACRILICOS PLASTITEC, S.A. DE C.V.",ACRILICOS,ACRILICOS,ACRILICOS DECORADOS,1
154-1324-7-85,"ANGULO DE 1"" BEIGE DE 6.10 MTS",PZA,True,9,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,ANGULOS,ANGULOS,2
155-1324-7-90,"ANGULO DE 1"" ORO DE 6.10 MTS",PZA,True,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,ANGULOS,ANGULOS,3
155-1301-7-90,ANGULO DE 1/2 ORO DE 6.10 MTS,PZA,True,35,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,ANGULOS,ANGULOS,3
155-1303-7-90,ANGULO DE 3/4 ORO DE 6.10 MTS,PZA,True,34,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,ANGULOS,ANGULOS,3
144-11032-7-85,TOPE BATIENTE 1/2 X 3/4 BEIGE 6.10 MTS,PZA,True,9,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,BATIENTES,BATIENTE 1750,2
821-9524-7-85M,GUIA PARA BAÑO ANCHA BEIGE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,BAÑOS,BAÑOS,1
821-9524-7-85,GUIA PARA BAÑO ANCHA BEIGE DE 6.10 MTS,PZA,True,12,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,BAÑOS,BAÑOS,2
124-9524-7-90,GUIA PARA BAÑO ANCHA ORO DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,BAÑOS,BAÑOS,1
124-11174-7-90,RIEL SUP REFORZADO ORO DE 6.10 MTS,PZA,True,1,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,BAÑOS,BAÑOS,3
162-6053-7-85,CELOSIA LOUVER BEIGE DE 6.10 MTS.,PZA,True,12,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CELOSIAS,CELOSIAS,2
801-7518-7-85M,"CHAMBRANA DE 2"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",1
801-7518-7-85,"CHAMBRANA DE 2"" BEIGE DE 6.10 MTS",PZA,True,12,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",2
801-7818-7-85M,"RIEL AUXILIAR DE 2"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",1
801-7818-7-85,"RIEL AUXILIAR DE 2"" BEIGE DE 6.10 MTS",PZA,True,7,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",2
801-9955-3-85M,"TRASLAPE PUERTA DE 2"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",1
801-9955-3-85,"TRASLAPE PUERTA DE 2"" BEIGE DE 4.60 MTS",PZA,True,7,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",2
801-7825-7-85M,"ZOCLO GRANDE DE 2"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",1
801-7825-7-85,"ZOCLO GRANDE DE 2"" BEIGE DE 6.10 MTS",PZA,True,6,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 2""",2
811-7847-3-85M,"CERCO PUERTA DE 3"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",1
811-7847-3-85,"CERCO PUERTA DE 3"" BEIGE DE 4.60 MTS",PZA,True,1,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",2
811-7847-7-85,"CERCO PUERTA DE 3"" BEIGE DE 6.10 MTS",PZA,True,2,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",3
811-7848-3-85M,"TRASLAPE PUERTA DE 3"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",1
811-7848-3-85,"TRASLAPE PUERTA DE 3"" BEIGE DE 4.60 MTS",PZA,True,1,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",2
811-7848-7-85,"TRASLAPE PUERTA DE 3"" BEIGE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",1
811-7835-7-85,"ZOCLO VENTANA DE 3"" BEIGE DE 6.10 MTS",PZA,True,6,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,CORREDIZAS,"CORREDIZA 3""",2
861-6617-7-85M,DUELA LISA BEIGE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,DUELAS,DUELA LISA,1
861-6617-7-85,DUELA LISA BEIGE DE 6.10 MTS,PZA,True,1,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,DUELAS,DUELA LISA,3
108-9083-7-85,"PERIMETRAL 2"" BEIGE 6.10 MTS",PZA,True,7,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 2""",2
108-4051-7-85,"TAPA LISA DE 2"" BEIGE DE 6.10 MTS FIJO",PZA,True,7,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 2""",2
108-4051-7-85M,"TAPA LISA DE 2"" BEIGE FIJO",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 2""",1
921-9112-7-85M,"JUNQUILLO DE 3"" BEIGE",MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 3""",1
921-9112-7-85,"JUNQUILLO DE 3"" BEIGE 6.10 MTS",PZA,True,7,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 3""",2
119-9135-7-85,"PERIMETRAL DE 3"" BEIGE DE 6.10 MTS",PZA,True,4,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 3""",2
118-7316-7-85,"TAPA LISA DE 3"" BEIGE DE 6.10 MTS",PZA,True,7,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,FIJOS,"FIJA 3""",2
831-7333-7-85M,MOSQUITERO ECONOMICO BEIGE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,MOSQUITEROS,MOSQUITEROS,1
831-7333-7-85,MOSQUITERO ECONOMICO BEIGE DE 6.10 MTS,PZA,True,11,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,MOSQUITEROS,MOSQUITEROS,2
831-6533-7-85M,MOSQUITERO HORIZONTAL BEIGE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,MOSQUITEROS,MOSQUITEROS,1
831-6533-7-85,MOSQUITERO HORIZONTAL BEIGE DE 6.10 MTS,PZA,True,8,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,MOSQUITEROS,MOSQUITEROS,2
831-6534-3-85M,MOSQUITERO VERTICAL BEIGE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,MOSQUITEROS,MOSQUITEROS,1
831-6534-3-85,MOSQUITERO VERTICAL BEIGE DE 4.60 MTS,PZA,True,13,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,MOSQUITEROS,MOSQUITEROS,2
150-7014-7-90,"JUNQUILLO DE 1"" ORO DE 6.10 MTS",PZA,True,4,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,PORTAVIDRIOS,"PORTAVIDRIO 1""",3
150-7013-7-90,"PORTAVIDRIO DE 1"" ORO DE 6.10 MTS",PZA,True,10,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,PORTAVIDRIOS,"PORTAVIDRIO 1""",3
144-9183-7-85,INTERMEDIO PUERTA BATIENTE BEIGE DE 6.10 MTS.,PZA,True,4,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,PUERTAS,BATIENTE 1750,2
145-6370-7-85,JUNQUILLO RECTO PTA BATIENTE BEIGE DE 6.10 MTS,PZA,True,10,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,PUERTAS,BATIENTE 1750,2
145-9204-3-85,POSTE FELPA O CERCO RANURADO BEIGE DE 4.60 MTS,PZA,True,11,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,PUERTAS,BATIENTE 1750,2
145-9187-7-85,ZOCLO PUERTA BATIENTE BEIGE DE 6.10 MTS,PZA,True,8,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,PUERTAS,BATIENTE 1750,2
135-11067-7-85,TUBO CUADRADO DE 1 1/2 X 1 1/2 BEIGE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,TUBOS,TUBO CUADRADO,1
841-11086-7-85M,TUBO RECTANGULAR DE 1 1/2 X 3/4 BEIGE,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,TUBOS,TUBO RECTANGULAR,1
841-11086-7-85,TUBO RECTANGULAR DE 1 1/2 X 3/4 BEIGE DE 6.10 MTS,PZA,True,4,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,TUBOS,TUBO RECTANGULAR,2
841-11121-7-85M,TUBO RECTANGULAR DE 2 X 1 BEIGE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,TUBOS,TUBO RECTANGULAR,1
841-11121-7-85,TUBO RECTANGULAR DE 2 X 1 BEIGE DE 6.10 MTS,PZA,True,9,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,TUBOS,TUBO RECTANGULAR,2
136-11122-7-85,TUBO RECTANGULAR DE 3 X 1 3/4 BEIGE DE 6.10 MTS,PZA,True,2,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO BEIGE Y ORO,TUBOS,TUBO RECTANGULAR,2
153-1301-7-18,"ANGULO DE 1/2"" CAFE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),ANGULOS,ANGULOS,2
153-1303-7-18,ANGULO DE 3/4' CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),ANGULOS,ANGULOS,2
143-5844-7-18,"BATIENTE 2"" CAFE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),BATIENTES,BATIENTE 1750,1
143-11032-7-18,TOPE BATIENTE 1/2 X 3/4 CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),BATIENTES,BATIENTE 1750,2
122-9524-7-18,GUIA PARA BAÑO ANCHA CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),BAÑOS,BAÑOS,2
122-9756-7-18,OVAL MEDIANO CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),BAÑOS,BAÑOS,2
122-9523-7-18,RIEL SUP ECONOMICO CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),BAÑOS,BAÑOS,2
122-11174-7-18,RIEL SUP REFORZADO CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),BAÑOS,BAÑOS,2
163-7794-7-18M,CABEZAL P/CELOSIA DE LUJO CAFE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CELOSIAS,CELOSIAS,1
163-7794-7-58,CABEZAL P/CELOSIA DE LUJO CAFE OSCURO DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CELOSIAS,CELOSIAS,2
163-7795-7-18M,REPIZON P/CELOSIA DE LUJO CAFE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CELOSIAS,CELOSIAS,1
163-7795-7-58,REPIZON P/CELOSIA DE LUJO CAFE OSCURO DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CELOSIAS,CELOSIAS,2
102-7518-7-18,"CHAMBRANA DE 2"" CAFE DE 6.10 MTS P/CORREDIZA",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 2""",2
102-7818-7-18,"RIEL AUXILIAR DE 2"" CAFE DE 6.10 MTS P/CORREDIZA",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 2""",2
102-9953-7-18,RIEL INFERIOR DE 2' CAFE DE 6.10 MTS P/CORREDIZA,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 2""",2
102-11044-7-18,"ZOCLO CHICO DE 2"" CAFE DE 6.10 MTS P/CORREDIZA",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 2""",2
102-7825-7-18,"ZOCLO GRANDE DE 2"" CAFE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 2""",2
112-7847-3-18,"CERCO PUERTA DE 3"" CAFE DE 4.60 MTS P/CORREDIZA",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-7847-7-18,"CERCO PUERTA DE 3"" CAFE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-7826-7-18,"CHAMBRANA DE 3"" CAFE DE 6.10 MTS P/CORREDIZA",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-9081-7-18,"INTERMEDIO CORTO DE 3"" CAFE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",1
112-9957-7-18,"RIEL INFERIOR DE 3"" CAFE DE 6.10 MTS P/CORREDIZA",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-7848-7-18,"TRASLAPE PUERTA DE 3"" CAFE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-7844-7-18,TRASLAPE VENTANA DE 3' CAFE DE 6.10 MTS P/CORREDIZ,PZA,True,4,41,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-7842-7-18,ZOCLO PUERTA DE 3' CAFE DE 6.10 MTS P/CORREDIZA,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
112-7835-7-18,ZOCLO VENTANA DE 3' CAFE DE 6.10 MTS P/CORREDIZA,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),CORREDIZAS,"CORREDIZA 3""",2
107-8591-7-18,BOLSA LISA DE 2' CAFE DE 6.10 MTS FIJO,PZA,True,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",2
107-8591-7-18M,BOLSA LISA DE 2' CAFE FIJO,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",1
107-9084-7-18,ESCALONADO DE 2' CAFE DE 6.10 MTS FIJO,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",2
107-9088-7-18,JUNQUILLO DE 2' CAFE DE 6.10 MTS FIJO,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",2
107-9083-7-18,"PERIMETRAL DE 2"" CAFE DE 6.10 MTS FIJO",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",2
107-9086-7-18,PERIMETRAL FLEXIBLE DE 2' CAFE DE 6.10 MTS FIJO,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",1
107-9086-7-18M,PERIMETRAL FLEXIBLE DE 2' CAFE FIJO,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",1
107-9085-7-18,"TAPA BOLSA DE 2"" CAFE DE 6.10 MTS FIJO",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",2
107-4051-7-18,"TAPA LISA DE 2"" CAFE DE 6.10 MTS FIJO",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 2""",2
117-9114-7-18,BOLSA LISA DE 3' CAFE DE 6.10 MTS FIJO,PZA,False,0,12,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 3""",2
117-9114-7-18M,BOLSA LISA DE 3' CAFE FIJO,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 3""",1
117-7315-7-18,"TAPA BOLSA DE 3"" CAFE DE 6.10 MTS FIJO",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 3""",2
117-7316-7-18,"TAPA LISA DE 3"" CAFE DE 6.10 MTS FIJO",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),FIJOS,"FIJA 3""",2
196-3160-7-18,RIBETE PECHO PALOMA (BOCEL) CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),MOLDURAS,MOLDURAS,2
126-7333-7-18,MOSQUITERO ECONOMICO CAFE DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),MOSQUITEROS,MOSQUITEROS,2
126-6533-7-18,MOSQUITERO HORIZONTAL CAFE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,ALUMINIO CAFE (18),MOSQUITEROS,MOSQUITEROS,2
