nuevocodigo,eliminar,id,alterno,alterno2,descripcion,sustancia,unidad,gramaje,presentacion,plista,dctoprov,arancel,mcom,madm,costoreal,m1,m2,m3,p1,p2,p3,familia,nombrefamilia,clase,nombreclase,linea,nombrelinea,fecha,alta,impuesto,m4,m5,m6,p4,p5,p6,entero,autocant,minimo,maximo,imagen,existencia,ultcompra,ultventa,proveedor,nombre
,,126-1380001200SA,1380001200SA,1010101,"ABA BASE SIN TAPA PARA PARED LATERAL TUBO DE 2"" 50.8MM AC INOX 304",,PZA,4,PZA,337.60,31.96,0.00,0.00,0.00,229.70,27.00,25.00,25.00,365.01,355.27,355.27,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,12-01-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380002200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-138002100,138002100,30191601,ABA BOLSA (10 PZAS) TORNILLO AC INOX C/C ALLEN M8 DIN-912,,PZA,4,,117.10,31.96,0.00,0.00,0.00,117.10,27.00,25.00,25.00,186.07,181.11,181.11,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138002100,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-138002000,138002000,30191601,ABA BOLSA (10 PZAS) TORNILLO AC INOX C/PLANA ALLEN M-6 DIN 7991,,PZA,4,,123.70,31.96,0.00,0.00,0.00,123.70,27.00,25.00,25.00,196.56,191.32,191.32,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,5/23/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138002000,0.00,,5/23/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-138001900,138001900,30191601,ABA BOLSA (10 PZAS) TUERCA AC INOX REMACHABLE M8 C/BAJA,,PZA,4,,114.85,31.96,0.00,0.00,0.00,114.85,27.00,25.00,25.00,182.50,177.64,177.64,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,5/23/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138001900,0.00,,5/23/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-138001800,138001800,1010101,ABA BOLSA (10PZ) TUERCA AC INOX REMACHABLE M6 C/BAJA,,PZA,4,,88.38,31.96,0.00,0.00,0.00,88.38,27.00,25.00,25.00,140.45,136.70,136.70,3,HERRAJES,14,HERRAJES,105,COMENZA,6/25/2025,6/25/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138002100,0.00,,6/25/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380007012SA,1380007012SA,30191601,ABA CODO AJUSTABLE 12.7 MM AC INOX C304 MOD SA406,,PZA,4,,99.00,31.96,0.00,0.00,0.00,99.00,27.00,25.00,25.00,157.31,153.12,153.12,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,9/19/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380007012SA,0.00,,09-12-25,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380007200SA,1380007200SA,30191601,ABA CODO AJUSTABLE 50.8 MM AC INOX C304 MOD SA406,,PZA,4,PZA,419.81,31.96,0.00,0.00,0.00,419.81,27.00,25.00,25.00,667.09,649.30,649.30,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,9/19/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138007200SA,0.00,,2/19/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380046200SA,1380046200SA,30191601,ABA CODO AJUSTABLE 50.8 MM AC INOX C304 MOD SA409,,PZA,4,,420.22,31.96,0.00,0.00,0.00,285.92,26.00,24.00,22.00,448.20,436.40,425.21,3,HERRAJES,14,HERRAJES,105,COMENZA,06-08-25,3/14/2020,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380046200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380003200SA,1380003200SA,30191601,"ABA CODO RECTO A 90 GRADOS P/TUBO 2"" 50.8MM AC INOX 304 A 90° MOD CT200",,PZA,4,,238.82,31.96,0.00,0.00,0.00,238.82,27.00,25.00,25.00,379.50,369.38,369.38,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,7/30/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380003200SA,0.00,,2/27/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380011200SA,1380011200SA,30191601,ABA CONECTOR COMENZA GRAPA CURVO P/VIDRIO DE 8 A 10MM,,PZA,4,PZA,193.71,31.96,0.00,0.00,0.00,193.71,27.00,25.00,25.00,307.81,299.60,299.60,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,04-09-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380011-SA,0.00,,04-09-25,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380024112SA,1380024112SA,30191601,ABA CONECTOR FINAL DER 38.1MM AC INOX MOD ST322 (TUBO 1 1/2),,PZA,4,,70.90,31.96,0.00,0.00,0.00,70.90,27.00,25.00,25.00,112.66,109.66,109.66,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380024112SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380024200SA,1380024200SA,30191601,"ABA CONECTOR FINAL DER 50.8MM AC INOX MOD ST322 (TUBO 2"")",,PZA,4,,70.90,31.96,0.00,0.00,0.00,70.90,27.00,25.00,25.00,112.66,109.66,109.66,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,5/16/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380024200SA,0.00,,8/26/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380023112SA,1380023112SA,30191601,ABA CONECTOR FINAL IZQ 38.1MM MOD ST322 (TUBO 1 1/2),,PZA,4,,70.90,0.00,0.00,0.00,0.00,70.90,27.00,25.00,25.00,112.66,109.66,109.66,3,HERRAJES,14,HERRAJES,105,COMENZA,12/24/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380023112SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380023200SA,1380023200SA,30191601,"ABA CONECTOR FINAL IZQ 50.8MM MOD ST322 (TUBO 2"")",,PZA,4,,70.90,31.96,0.00,0.00,0.00,70.90,27.00,25.00,25.00,112.66,109.66,109.66,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,5/16/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380023200SA,0.00,,8/15/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380010SA,1380010SA,30191601,ABA CONECTOR GRAPA CON BASE PLANA VIDRIO 8-10 MM  SATINADO (724),,PZA,4,PZA,107.44,31.96,0.00,0.00,0.00,107.44,26.00,24.00,22.00,168.42,163.99,159.79,3,HERRAJES,14,HERRAJES,84,HERRAJE P/VIDRIO,09-12-24,04-09-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380010SA,3.00,,2/27/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380031200SA,1380031200SA,30191601,ABA CONECTOR GRAPA CURVO 50.8 MM AC INOX 304 VID 8-10 MOD CC701,,PZA,4,,134.45,31.96,0.00,0.00,0.00,134.45,27.00,25.00,25.00,213.64,207.94,207.94,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380031200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380045030SA,1380045030SA,30191601,ABA CONECTOR LATERAL 30MM AC INOX MOD CC775,,PZA,4,,221.47,31.96,0.00,0.00,0.00,221.47,27.00,25.00,25.00,351.93,342.54,342.54,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380045030SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380045050SA,1380045050SA,1010101,ABA CONECTOR LATERAL 50MM AC INOX MOD CC775,,PZA,4,,581.24,31.96,0.00,0.00,0.00,581.24,27.00,25.00,25.00,923.61,898.98,898.98,3,HERRAJES,14,HERRAJES,105,COMENZA,06-09-25,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380045030SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380044SA,1380044SA,30191601,ABA CONECTOR LATERAL AC INOX 304 VID 8A21.5MM MOD CC772,,PZA,4,,606.71,31.96,0.00,0.00,0.00,606.71,27.00,25.00,25.00,964.09,938.38,938.38,3,HERRAJES,14,HERRAJES,105,COMENZA,8/16/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138002100,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380037200SA,1380037200SA,30191601,"ABA CONECTOR PASAMANOS 50.8MM AC INOX 304 MOD ST353 (TUBO 2"")",,PZA,4,,206.84,31.96,0.00,0.00,0.00,206.84,27.00,25.00,25.00,328.68,319.92,319.92,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,10-05-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380037200SA,0.00,,03-02-26,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380026SA,1380026SA,30191601,ABA CONECTOR TENSOR CORTO AC INOX 304 MOD 801,,PZA,4,,238.68,31.96,0.00,0.00,0.00,238.68,27.00,25.00,25.00,379.28,369.17,369.17,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380026SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380055SA,1380055SA,30191601,ABA CONECTOR VID-VID 8-13.5MM AC INOX 304 CC736 SATIN,,PZA,4,,232.83,31.96,0.00,0.00,0.00,232.83,27.00,25.00,25.00,369.98,360.11,360.11,3,HERRAJES,14,HERRAJES,105,COMENZA,9/20/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380055SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380056SA,1380056SA,30191601,ABA CONECTOR VID-VID 8-13.5MM AC INOX 304 CC737 SATIN,,PZA,4,,303.46,31.96,0.00,0.00,0.00,303.46,27.00,25.00,25.00,482.21,469.35,469.35,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380056SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380008200SA,1380008200SA,30191601,"ABA SOPORTE AJUSTABLE 50.8 X 50.8 MM AC INOX 304 MOD SA404 (725) /TUBO 2"")",,PZA,4,PZA,210.11,31.96,0.00,0.00,0.00,210.11,27.00,25.00,25.00,333.87,324.97,324.97,3,HERRAJES,14,HERRAJES,105,COMENZA,08-04-25,5/23/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380008200SA,0.00,,2/28/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380008112SA,1380008112SA,30191601,ABA SOPORTE AJUSTABLE 50.80MM X 38.1MM AC INOX 304 MOD SA404 (TUBO 1 1/2),,PZA,4,,184.59,31.96,0.00,0.00,0.00,184.59,27.00,25.00,25.00,293.33,285.50,285.50,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380008112SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380015112SA,1380015112SA,101010101,ABA SOPORTE LATERAL 38.1MM AC INX 304 MOD SL1120,,PZA,4,,520.44,31.96,0.00,0.00,0.00,520.44,27.00,25.00,25.00,827.00,804.94,804.94,3,HERRAJES,14,HERRAJES,105,COMENZA,10/22/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380016200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380016200SA,1380016200SA,30191601,"ABA SOPORTE LATERAL 50.8MM AC INOX 304 MOD ST314 (TUBO 2"")",,PZA,4,,284.88,31.96,0.00,0.00,0.00,284.88,27.00,25.00,25.00,452.69,440.62,440.62,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380016200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380015200SA,1380015200SA,101010101,ABA SOPORTE LATERAL 50.8MM AC INX 304 MOD SL1120 (JG),,PZA,4,,639.30,31.96,0.00,0.00,0.00,639.30,27.00,25.00,25.00,"1,015.88",988.79,988.79,3,HERRAJES,14,HERRAJES,105,COMENZA,10/22/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380016200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380014200SA,1380014200SA,30191601,ABA SOPORTE TRANSV CURVO 50.8 MM X 12.7 MM AC INOX 304 MOD ST320,,PZA,4,,56.41,31.96,0.00,0.00,0.00,56.41,27.00,25.00,25.00,89.63,87.24,87.24,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,5/16/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380014200SA,0.00,,11/27/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380036200SA,1380036200SA,30191601,ABA TAPA CURVA 50.8 MM AC INOX 304 MOD TF-505,,PZA,4,PZA,70.90,31.96,0.00,0.00,0.00,70.90,27.00,25.00,25.00,112.66,109.66,109.66,3,HERRAJES,14,HERRAJES,84,HERRAJE P/VIDRIO,3/21/2025,05-05-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380036200SA,0.00,,2/21/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380009012SA,1380009012SA,30191601,ABA TAPA PLANA 12.7 MM AC INOX 304 MOD TF502 ( TUBO 1/2),,PZA,4,,38.92,31.96,0.00,0.00,0.00,38.92,27.00,25.00,25.00,61.84,60.19,60.19,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,8/15/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380009012SA,0.00,,2/21/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380009112SA,1380009112SA,1010101,ABA TAPA PLANA 38.1MM AC INOX 304 MOD TF502 ( TUBO 1 1/2),,PZA,4,,54.30,31.96,0.00,0.00,0.00,54.30,27.00,25.00,25.00,86.28,83.98,83.98,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,7/30/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380009012SA,0.00,,11/25/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380009200SA,1380009200SA,30191601,"ABA TAPA PLANA 50.8 MM AC INOX 304 MOD TF502 (TUBO 2"")",,PZA,4,,55.01,5.00,0.00,0.00,0.00,55.01,27.00,25.00,25.00,87.41,85.07,85.07,3,HERRAJES,14,HERRAJES,105,COMENZA,03-12-25,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380009200SA,0.00,,02-03-26,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380012200SA,1380012200SA,30191601,ABA UNIÓN AJUSTABLE 50.8 MM AC INOX 304 MOD SA420,,PZA,4,PZA,318.70,31.96,0.00,0.00,0.00,318.70,27.00,25.00,25.00,506.43,492.92,492.92,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,11/25/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380012200SA,0.00,,11/25/2025,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-1380006200SA,1380006200SA,1010101,ABA UNIÓN PARA TUBO EN ACERO INOX DE 50.8MM (MODELO CT-207).,,PZA,4,,110.09,31.96,0.00,0.00,0.00,110.09,27.00,25.00,25.00,174.94,170.27,170.27,3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-1380006200SA,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-138500700,138500700,15121806,ACC AFLOJA TODO AEROSOL 296 ML (10 ONZAS),,PZA,4,PZA,70.49,5.00,0.00,0.00,0.00,66.97,24.00,22.00,22.00,102.21,99.59,99.59,3,HERRAJES,14,HERRAJES,38,VARIOS,12/30/2025,4/14/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-154800100,0.00,,2/24/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-430100310,430100310,31162800,"ACC BROCA P/VIDRIO DE CARBURO DE TUGSTENO DE 10,MM ) (10 PZAS)",,PZA,4,PZA,173.30,31.96,0.00,0.00,0.00,117.91,27.00,25.00,25.00,187.37,182.37,182.37,3,HERRAJES,14,HERRAJES,84,HERRAJE P/VIDRIO,05-05-25,03-05-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-106B-2608550610,0.00,,03-05-25,3,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V."
,,320-430100312,430100312,31162800,"ACC BROCA P/VIDRIO DE CARBURO DE TUGSTENO DE 12,MM ) (10 PZAS)",,PZA,4,PZA,138.19,5.00,0.00,0.00,0.00,131.28,27.00,25.00,25.00,208.61,203.05,203.05,3,HERRAJES,14,HERRAJES,84,HERRAJE P/VIDRIO,10/31/2024,08-01-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-106B-2608550610,0.00,,08-01-26,3,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V."
,,320-430100303,430100303,31162800,"ACC BROCA P/VIDRIO DE CARBURO DE TUGSTENO DE 3,MM ) (10 PZAS)",,PZA,4,PZA,87.09,5.00,0.00,0.00,0.00,82.74,27.00,25.00,25.00,131.47,127.96,127.96,3,HERRAJES,14,HERRAJES,84,HERRAJE P/VIDRIO,10/31/2024,9/15/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-106B-2608550610,0.00,,10/13/2025,3,"CASA FERNANDEZ DEL SURESTE, S.A. DE C.V."
,,320-138500600,138500600,47131824,ACC CREMA HERRALUM ELIMINADORA GOTAS DE AGUA (300ML),,PZA,4,PZA,137.50,31.96,0.00,0.00,0.00,93.56,26.00,24.00,24.00,146.65,142.79,142.79,3,HERRAJES,14,HERRAJES,38,VARIOS,08-04-25,11-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-154800100,0.00,,2/13/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-138500800,138500800,47131824,ACC CRISTAL KLIN HERRALUM 600 ML,,PZA,4,PZA,53.75,5.00,0.00,0.00,0.00,51.06,26.00,24.00,24.00,80.04,77.94,77.94,3,HERRAJES,14,HERRAJES,38,VARIOS,12/30/2025,07-05-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-154800100,0.00,,2/19/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-430100200,430100200,1010101,ACC DISCO DE OXIDO DE ALUMINIO P/CORTE,,PZA,4,PZA,15.00,31.96,0.00,0.00,0.00,10.21,50.00,50.00,50.00,23.68,23.68,23.68,3,HERRAJES,14,HERRAJES,39,HERRAMIENTAS,4/25/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-106B-2608588076,0.00,,2/19/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-430100100,430100100,1010101,"ACC JUEGO DE 8 LLAVES ALLEN CON MANGO ""T""  HERRALUM",,PZA,4,PZA,372.00,31.96,0.00,0.00,0.00,253.11,22.00,20.00,20.00,376.42,367.01,367.01,3,HERRAJES,14,HERRAJES,39,HERRAMIENTAS,3/21/2025,04-06-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-106B-2608588076,0.00,,11-09-25,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-430100600-PZ,430100600-PZ,1010101,ACC LAPIZ DE CERA PARA CRISTAL,,PZA,4,PZA,8.00,31.96,0.00,0.00,0.00,5.44,27.00,25.00,25.00,8.65,8.42,8.42,3,HERRAJES,14,HERRAJES,38,VARIOS,3/21/2025,08-08-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-1137,0.00,,08-08-25,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-138010100,138010100,30191601,ACC LIMPIADOR AC INOX JF-CLEAN+ 500ML,,PZA,4,,696.25,31.96,0.00,0.00,0.00,696.25,26.00,24.00,24.00,"1,091.42","1,062.70","1,062.70",3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138010100,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,126-138010200,138010200,30191601,ACC QUITAOXIDO JF-STAIN ZERO 500 ML,,PZA,4,,"1,098.37",31.96,0.00,0.00,0.00,"1,098.37",26.00,24.00,24.00,"1,721.77","1,676.46","1,676.46",3,HERRAJES,14,HERRAJES,105,COMENZA,3/21/2025,2/23/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,126-138010200,0.00,,,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,320-138500900,138500900,12164803,ACC REPELENTE DE AGUA HERRALUM 130 ML,,PZA,4,PZA,49.26,0.00,0.00,0.00,0.00,49.26,24.00,22.00,22.00,75.19,73.26,73.26,3,HERRAJES,14,HERRAJES,38,VARIOS,08-04-25,6/27/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,320-154800100,0.00,,1/16/2026,26,"HERRALUM INDUSTRIAL, S.A. DE C.V."
,,40-ACRI-CTE-3MM,ACRI-CTE-3MM,60121137,"ACRILICO CRISTAL 3,MM",,M2,4,M2,579.31,0.00,0.00,0.00,0.00,579.31,20.00,20.00,20.00,840.00,840.00,840.00,10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,03-12-24,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,ACRI-CTE-3MM,0.00,,10-03-26,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-ET1011201809,ET1011201809,60121137,ACRILICO EXP. CRISTAL 9.MM 1.20 X 1.80 MTS.,,PZA,3,PZA,"2,985.66",0.00,0.00,0.00,0.00,"2,985.66",26.00,24.00,24.00,"4,680.22","4,557.06","4,557.06",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,6/25/2025,5/23/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,ET1011201809,0.00,,05-03-26,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NB2021201803,NB2021201803,60121137,ACRILICO NVA GENERACION BLANCO 3.MM 1.20 X 1.80 MTS.,,PZA,3,PZA,705.67,0.00,0.00,0.00,0.00,705.67,28.00,26.00,26.00,"1,136.91","1,106.19","1,106.19",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,06-09-25,02-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,NB2021201803,0.00,,06-02-26,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NB2021802403,NB2021802403,60121137,ACRILICO NVA GENERACION BLANCO 3.MM 1.80 X 2.40 MTS.,,PZA,4,PZA,"1,394.58",0.00,0.00,0.00,0.00,"1,394.58",26.00,24.00,22.00,"2,186.10","2,128.57","2,073.99",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,5/13/2025,02-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NB2021802403,0.00,,12/30/2025,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NB2021201806,NB2021201806,60121137,ACRILICO NVA GENERACION BLANCO 6.MM 1.20 X 1.80 MTS.,,PZA,3,PZA,"1,490.66",0.00,0.00,0.00,0.00,"1,490.66",26.00,24.00,24.00,"2,336.71","2,275.22","2,275.22",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,06-11-24,7/28/2011,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NB2021201806,0.00,,,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NB2021802406,NB2021802406,60121137,ACRILICO NVA GENERACION BLANCO 6.MM 1.80 X 2.40 MTS.,,PZA,4,PZA,"2,928.54",0.00,0.00,0.00,0.00,"2,928.54",26.00,24.00,24.00,"4,590.68","4,469.88","4,469.88",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,05-11-24,3/25/2011,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NB2021802406,0.00,,,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
,,40-NT1011201803,NT1011201803,60121137,ACRILICO NVA GENERACION CRISTAL 3.MM 1.20 X 1.80 MTS.,,PZA,3,PZA,705.67,0.00,0.00,0.00,0.00,705.67,28.00,26.00,26.00,"1,136.91","1,106.19","1,106.19",10,ACRILICOS,16,ACRILICOS,52,ACRILICOS,1/22/2026,02-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,40-NT1011201803,0.00,,05-03-26,6,"PLASTICOS ESPECIALES GAREN, S A DE C V"
