nuevocodigo,eliminar,id,alterno,alterno2,descripcion,sustancia,unidad,gramaje,presentacion,plista,dctoprov,arancel,mcom,madm,costoreal,m1,m2,m3,p1,p2,p3,familia,nombrefamilia,clase,nombreclase,linea,nombrelinea,fecha,alta,impuesto,m4,m5,m6,p4,p5,p6,entero,autocant,minimo,maximo,imagen,existencia,ultcompra,ultventa,proveedor,nombre
,,131-2520-7-10,2520-7-10,30102306,TUBO RECTANGULAR 4 X 1 3/4 NAT PULIDO 6.10 MTS,,PZA,3,PZA,934.48,0.00,0.00,0.00,0.00,934.48,39.28,37.28,37.28,"1,785.24","1,728.31","1,728.31",1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,04-12-25,04-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-2520-7-10,0.00,,12/13/2025,4,LA VIGA EXTRUSIONES
,,131-2520-7-11,2520-7-11,30102306,TUBO RECTANGULAR 4 X 1 3/4 NATURAL 6.10 MTS,,PZA,2,PZA,823.99,0.00,0.00,0.00,0.00,823.99,37.67,35.67,35.67,"1,533.50","1,485.82","1,485.82",1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,04-01-24,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-2520-7-11,2.00,,2/18/2026,4,LA VIGA EXTRUSIONES
,,841-11086-7-85,11086-7-85,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 BEIGE DE 6.10 MTS,,PZA,2,PZA,264.21,0.00,0.00,0.00,0.00,264.21,37.67,35.67,35.67,491.71,476.42,476.42,67,ALUMINIO BEIGE Y ORO,11,TUBOS,19,TUBO RECTANGULAR,1/27/2026,1/27/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,841-11086-7-85,4.00,,,4,LA VIGA EXTRUSIONES
,,136-11086-7-80M,11086-7-80M,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 BLANCO,,MTS,1,MTS,47.35,0.00,0.00,0.00,0.00,47.35,37.67,35.67,35.67,88.12,85.38,85.38,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,6/20/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11086-7-80M,49.10,,05-03-26,4,LA VIGA EXTRUSIONES
,,136-11086-7-80,11086-7-80,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 BLANCO DE 6.10 MTS,,PZA,2,PZA,202.18,0.00,0.00,0.00,0.00,202.18,37.67,35.67,35.67,376.27,364.57,364.57,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,04-02-25,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11086-7-80,33.00,,11-03-26,4,LA VIGA EXTRUSIONES
,,134-11086-7-18M,11086-7-18M,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 CAFE,,MTS,1,MTS,53.27,0.00,0.00,0.00,0.00,53.27,37.67,35.67,35.67,99.14,96.05,96.05,26,ALUMINIO CAFE (18),11,TUBOS,19,TUBO RECTANGULAR,8/30/2021,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,134-11086-7-18M,56.70,,1/26/2026,4,LA VIGA EXTRUSIONES
,,139-11086-7-4,11086-7-4,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 CHAMP PUL DE 6.10 MTS,,PZA,2,PZA,264.21,0.00,0.00,0.00,0.00,264.21,37.67,35.67,35.67,491.71,476.42,476.42,31,ALUMINIO CHAMPAGNE (4),11,TUBOS,19,TUBO RECTANGULAR,04-02-25,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11086-7-4,8.50,,06-03-26,4,LA VIGA EXTRUSIONES
,,139-11086-7-4M,11086-7-4M,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 CHAMP PULIDO,,MTS,1,MTS,61.88,0.00,0.00,0.00,0.00,61.88,37.67,35.67,35.67,115.15,111.57,111.57,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,6/17/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11086-7-4M,56.80,,03-02-26,4,LA VIGA EXTRUSIONES
,,134-62515-7-10,62515-7-10,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 CUPRUM NAT PULIDO  DE 6.10,,PZA,3,PZA,262.90,0.00,0.00,0.00,0.00,262.90,20.00,18.00,18.00,381.21,371.91,371.91,16,SERIES CUPRUM,11,TUBOS,19,TUBO RECTANGULAR,8/31/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11086-7-10,0.00,,1/28/2026,34,LA VIGA CUPRUM
,,141-11086-7-88M,11086-7-88M,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 MADERA,,MTS,1,MTS,69.22,0.00,0.00,0.00,0.00,69.22,37.67,35.67,35.67,128.82,124.81,124.81,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11086-7-88M,58.13,,1/31/2026,4,LA VIGA EXTRUSIONES
,,141-11086-7-88,11086-7-88,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 MADERA DE 6.10 MTS,,PZA,3,PZA,295.56,0.00,0.00,0.00,0.00,295.56,37.67,35.67,35.67,550.05,532.95,532.95,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,1/21/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11086-7-88,6.00,,2/28/2026,4,LA VIGA EXTRUSIONES
,,131-11086-7-10M,11086-7-10M,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 NAT PULIDO,,MTS,1,MTS,61.88,0.00,0.00,0.00,0.00,61.88,39.28,37.28,37.28,118.21,114.44,114.44,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11086-7-10M,58.50,,1/14/2026,4,LA VIGA EXTRUSIONES
,,131-11086-7-10,11086-7-10,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 NAT PULIDO  DE 6.10,,PZA,3,PZA,264.21,0.00,0.00,0.00,0.00,264.21,39.28,37.28,37.28,504.75,488.65,488.65,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,09-04-25,05-05-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11086-7-10,0.00,,1/14/2026,4,LA VIGA EXTRUSIONES
,,131-11086-7-11M,11086-7-11M,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 NATURAL,,MTS,1,MTS,47.35,0.00,0.00,0.00,0.00,47.35,37.67,35.67,35.67,88.12,85.38,85.38,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,11-02-22,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11086-7-11M,53.63,,2/23/2026,4,LA VIGA EXTRUSIONES
,,131-11086-7-11,11086-7-11,30102306,TUBO RECTANGULAR DE 1 1/2 X 3/4 NATURAL DE 6.10 MTS,,PZA,2,PZA,202.18,0.00,0.00,0.00,0.00,202.18,37.67,35.67,35.67,376.27,364.57,364.57,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,06-01-25,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11086-7-11,11.00,,04-03-26,4,LA VIGA EXTRUSIONES
,,136-2500-7-80M,2500-7-80M,30102306,TUBO RECTANGULAR DE 1 X 1/2 BLANCO,,MTS,1,MTS,39.92,0.00,0.00,0.00,0.00,39.92,37.67,35.67,35.67,74.30,71.99,71.99,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-80M,55.35,,06-03-26,4,LA VIGA EXTRUSIONES
,,136-2500-7-80,2500-7-80,30102306,TUBO RECTANGULAR DE 1 X 1/2 BLANCO DE 6.10 MTS,,PZA,2,PZA,170.48,0.00,0.00,0.00,0.00,170.48,37.67,35.67,35.67,317.27,307.40,307.40,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,10/21/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-80,11.00,,04-03-26,4,LA VIGA EXTRUSIONES
,,136-2500-7-18M,2500-7-18M,30102306,TUBO RECTANGULAR DE 1 X 1/2 CAFE,,MTS,1,MTS,45.84,0.00,0.00,0.00,0.00,45.84,37.67,35.67,35.67,85.32,82.67,82.67,26,ALUMINIO CAFE (18),11,TUBOS,19,TUBO RECTANGULAR,11-11-19,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-18M,60.00,,10-01-26,4,LA VIGA EXTRUSIONES
,,136-2500-7-4,2500-7-4,30102306,TUBO RECTANGULAR DE 1 X 1/2 CHAMPAGNE DE 6.10 MTS,,PZA,2,PZA,232.51,0.00,0.00,0.00,0.00,232.51,37.67,35.67,35.67,432.71,419.26,419.26,31,ALUMINIO CHAMPAGNE (4),11,TUBOS,19,TUBO RECTANGULAR,1/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-4,15.50,,2/16/2026,4,LA VIGA EXTRUSIONES
,,136-2500-7-88,2500-7-88,30102306,TUBO RECTANGULAR DE 1 X 1/2 MADERA DE 6.10 MTS,,PZA,3,,263.85,0.00,0.00,0.00,0.00,263.85,37.67,35.67,35.67,491.05,475.78,475.78,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,5/19/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-88,0.00,,03-03-26,4,LA VIGA EXTRUSIONES
,,136-2500-7-11M,2500-7-11M,30102306,TUBO RECTANGULAR DE 1 X 1/2 NATURAL,,MTS,1,MTS,39.92,0.00,0.00,0.00,0.00,39.92,37.67,35.67,35.67,74.30,71.99,71.99,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-11M,60.00,,9/13/2025,4,LA VIGA EXTRUSIONES
,,136-2500-7-11,2500-7-11,30102306,TUBO RECTANGULAR DE 1 X 1/2 NATURAL DE 6.10 MTS,,PZA,2,PZA,170.48,0.00,0.00,0.00,0.00,170.48,37.67,35.67,35.67,317.27,307.40,307.40,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,11/19/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-2500-7-11,4.50,,2/18/2026,4,LA VIGA EXTRUSIONES
,,136-11099-7-80M,11099-7-80M,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 BLANCO,,MTS,1,MTS,111.70,0.00,0.00,0.00,0.00,111.70,37.67,35.67,35.67,207.89,201.43,201.43,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11099-7-80M,60.00,,,4,LA VIGA EXTRUSIONES
,,136-11099-7-80,11099-7-80,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 BLANCO DE 6.10 MTS,,PZA,2,PZA,476.98,0.00,0.00,0.00,0.00,476.98,37.67,35.67,35.67,887.69,860.09,860.09,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/25/2011,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11099-7-80,0.00,,,4,LA VIGA EXTRUSIONES
,,134-11099-7-18M,11099-7-18M,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 CAFE,,MTS,1,MTS,118.60,0.00,0.00,0.00,0.00,118.60,37.67,35.67,35.67,220.73,213.86,213.86,26,ALUMINIO CAFE (18),11,TUBOS,19,TUBO RECTANGULAR,11-11-19,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,134-11099-7-18M,58.95,,12-01-26,4,LA VIGA EXTRUSIONES
,,134-11099-7-58,11099-7-58,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 CAFE OSCURO DE 6.10 MTS,,PZA,2,,506.43,0.00,0.00,0.00,0.00,506.43,37.67,35.67,35.67,942.50,913.20,913.20,36,ALUMINIO CAFE OSCURO (58),11,TUBOS,19,TUBO RECTANGULAR,11-05-24,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,134-11099-7-58,1.00,,7/25/2025,4,LA VIGA EXTRUSIONES
,,139-11099-7-4M,11099-7-4M,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 CHAMP PULIDO,,MTS,1,MTS,128.63,0.00,0.00,0.00,0.00,128.63,37.67,35.67,35.67,239.39,231.95,231.95,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11099-7-4M,60.00,,,4,LA VIGA EXTRUSIONES
,,141-11099-7-88M,11099-7-88M,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 MADERA,,MTS,1,MTS,137.18,0.00,0.00,0.00,0.00,137.18,37.67,35.67,35.67,255.31,247.37,247.37,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11099-7-88M,60.00,,,4,LA VIGA EXTRUSIONES
,,131-11099-7-11M,11099-7-11M,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 NATURAL,,MTS,1,MTS,111.70,0.00,0.00,0.00,0.00,111.70,37.67,35.67,35.67,207.89,201.43,201.43,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11099-7-11M,60.00,,,4,LA VIGA EXTRUSIONES
,,131-11099-7-11,11099-7-11,30102306,TUBO RECTANGULAR DE 2 1/2 X 1 1/4 NATURAL DE 6.10 MTS,,PZA,2,PZA,476.98,0.00,0.00,0.00,0.00,476.98,37.67,35.67,35.67,887.69,860.09,860.09,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,10/14/2024,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11099-7-11,3.00,,,4,LA VIGA EXTRUSIONES
,,841-11121-7-85,11121-7-85,30102306,TUBO RECTANGULAR DE 2 X 1 BEIGE DE 6.10 MTS,,PZA,2,PZA,346.39,0.00,0.00,0.00,0.00,346.39,37.67,35.67,35.67,644.65,624.61,624.61,67,ALUMINIO BEIGE Y ORO,11,TUBOS,19,TUBO RECTANGULAR,1/27/2026,1/27/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,841-11121-7-85,9.00,,,4,LA VIGA EXTRUSIONES
,,136-11121-7-80M,11121-7-80M,30102306,TUBO RECTANGULAR DE 2 X 1 BLANCO,,MTS,1,MTS,66.59,0.00,0.00,0.00,0.00,66.59,37.67,35.67,35.67,123.94,120.08,120.08,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,3/15/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11121-7-80M,50.14,,2/19/2026,4,LA VIGA EXTRUSIONES
,,136-11121-7-80,11121-7-80,30102306,TUBO RECTANGULAR DE 2 X 1 BLANCO DE 6.10 MTS,,PZA,2,PZA,284.36,0.00,0.00,0.00,0.00,284.36,37.67,35.67,35.67,529.21,512.75,512.75,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,10/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11121-7-80,33.50,,11-03-26,4,LA VIGA EXTRUSIONES
,,134-11121-7-18,11121-7-18,30102306,TUBO RECTANGULAR DE 2 X 1 BRONCE DE 6.10 MTS,,PZA,2,PZA,309.63,0.00,0.00,0.00,0.00,309.63,37.67,35.67,35.67,576.25,558.33,558.33,43,ALUMINIO OUTLET,11,TUBOS,19,TUBO RECTANGULAR,5/19/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,134-11121-7-18,5.00,,,4,LA VIGA EXTRUSIONES
,,134-11121-7-18M,11121-7-18M,30102306,TUBO RECTANGULAR DE 2 X 1 CAFE,,MTS,1,MTS,72.51,0.00,0.00,0.00,0.00,72.51,37.67,35.67,35.67,134.95,130.76,130.76,26,ALUMINIO CAFE (18),11,TUBOS,19,TUBO RECTANGULAR,4/28/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,134-11121-7-18M,43.97,,11-03-26,4,LA VIGA EXTRUSIONES
,,139-11121-7-4M,11121-7-4M,30102306,TUBO RECTANGULAR DE 2 X 1 CHAMP PULIDO,,MTS,1,MTS,81.12,0.00,0.00,0.00,0.00,81.12,37.67,35.67,35.67,150.97,146.28,146.28,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,3/28/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11121-7-4M,57.20,,02-03-26,4,LA VIGA EXTRUSIONES
,,139-11121-7-4,11121-7-4,30102306,TUBO RECTANGULAR DE 2 X 1 CHAMP PULIDO DE 6.10 MTS,,PZA,2,PZA,346.39,0.00,0.00,0.00,0.00,346.39,37.67,35.67,35.67,644.65,624.61,624.61,31,ALUMINIO CHAMPAGNE (4),11,TUBOS,19,TUBO RECTANGULAR,04-02-25,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11121-7-4,-41.50,,10-03-26,4,LA VIGA EXTRUSIONES
,,134-62521-7-24,62521-7-24,1010101,TUBO RECTANGULAR DE 2 X 1 CUPRUM CHAMPAGNE PULIDO DE 6.10 MTS,,PZA,3,,352.43,0.00,0.00,0.00,0.00,352.43,20.00,18.00,18.00,511.02,498.56,498.56,16,SERIES CUPRUM,11,TUBOS,19,TUBO RECTANGULAR,11-02-26,12-02-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11121C-7-13,0.00,,2/27/2026,34,LA VIGA CUPRUM
,,131-62521-7-10,62521-7-10,1010101,TUBO RECTANGULAR DE 2 X 1 CUPRUM NATURAL PULIDO 6.10 MTS,,PZA,3,PZA,362.01,0.00,0.00,0.00,0.00,362.01,20.00,18.00,18.00,524.91,512.11,512.11,16,SERIES CUPRUM,11,TUBOS,19,TUBO RECTANGULAR,8/31/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-62509-7-21,-5.00,,09-03-26,34,LA VIGA CUPRUM
,,141-11121-7-88M,11121-7-88M,30102306,TUBO RECTANGULAR DE 2 X 1 MADERA,,MTS,1,MTS,88.46,0.00,0.00,0.00,0.00,88.46,37.67,35.67,35.67,164.63,159.52,159.52,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,4/29/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11121-7-88M,55.83,,2/26/2026,4,LA VIGA EXTRUSIONES
,,141-11121-7-88,11121-7-88,30102306,TUBO RECTANGULAR DE 2 X 1 MADERA DE 6.10 MTS,,PZA,3,PZA,377.74,0.00,0.00,0.00,0.00,377.74,37.67,35.67,35.67,702.99,681.13,681.13,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,04-02-25,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11121-7-88,-3.00,,10-03-26,4,LA VIGA EXTRUSIONES
,,139-11121-7-10M,11121-7-10M,30102306,TUBO RECTANGULAR DE 2 X 1 NAT PULIDO,,MTS,1,MTS,81.12,0.00,0.00,0.00,0.00,81.12,39.28,37.28,37.28,154.97,150.03,150.03,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11121-7-10M,56.95,,06-02-26,4,LA VIGA EXTRUSIONES
,,131-11121-7-11M,11121-7-11M,30102306,TUBO RECTANGULAR DE 2 X 1 NATURAL,,MTS,1,MTS,66.59,0.00,0.00,0.00,0.00,66.59,37.67,35.67,35.67,123.94,120.08,120.08,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,01-03-22,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11121-7-11M,48.92,,2/14/2026,4,LA VIGA EXTRUSIONES
,,131-11121-7-11,11121-7-11,30102306,TUBO RECTANGULAR DE 2 X 1 NATURAL DE 6.10 MTS,,PZA,2,PZA,284.36,0.00,0.00,0.00,0.00,284.36,37.67,35.67,35.67,529.21,512.75,512.75,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,3/25/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11121-7-11,6.00,,10-03-26,4,LA VIGA EXTRUSIONES
,,136-11084-7-80M,11084-7-80M,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 BLANCO,,MTS,1,MTS,101.23,0.00,0.00,0.00,0.00,101.23,37.67,35.67,35.67,188.40,182.54,182.54,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/27/2016,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11084-7-80M,55.55,,11-02-26,4,LA VIGA EXTRUSIONES
,,136-11084-7-80,11084-7-80,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 BLANCO DE 6.10 MTS,,PZA,2,PZA,432.26,0.00,0.00,0.00,0.00,432.26,37.67,35.67,35.67,804.47,779.46,779.46,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,10/21/2025,09-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,136-11084-7-80,10.00,,10-03-26,4,LA VIGA EXTRUSIONES
,,134-11084-7-18M,11084-7-18M,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 CAFE,,MTS,1,MTS,109.50,0.00,0.00,0.00,0.00,109.50,37.67,35.67,35.67,203.79,197.45,197.45,26,ALUMINIO CAFE (18),11,TUBOS,19,TUBO RECTANGULAR,4/29/2022,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,134-11084-7-18M,55.60,,2/17/2026,4,LA VIGA EXTRUSIONES
,,139-11084-7-4M,11084-7-4M,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 CHAMP PULIDO,,MTS,1,MTS,121.53,0.00,0.00,0.00,0.00,121.53,37.67,35.67,35.67,226.17,219.13,219.13,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,12-08-21,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11084-7-4M,60.00,,12/20/2025,4,LA VIGA EXTRUSIONES
,,139-11084-7-4,11084-7-4,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 CHAMP PULIDO DE 6.10 MTS,,PZA,2,PZA,518.91,0.00,0.00,0.00,0.00,518.91,37.67,35.67,35.67,965.73,935.70,935.70,31,ALUMINIO CHAMPAGNE (4),11,TUBOS,19,TUBO RECTANGULAR,8/25/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,139-11084-7-4,-3.00,,10-03-26,4,LA VIGA EXTRUSIONES
,,131-62509-7-10,62509-7-10,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 CUPRUM NATURAL PULIDO 6.10 MTS,,PZA,3,PZA,603.58,0.00,0.00,0.00,0.00,603.58,20.00,18.00,18.00,875.19,853.84,853.84,16,SERIES CUPRUM,11,TUBOS,19,TUBO RECTANGULAR,8/31/2025,4/22/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-62509-7-21,0.00,7/28/2025,06-09-25,34,LA VIGA CUPRUM
,,141-11084-7-88M,11084-7-88M,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 MADERA,,MTS,1,MTS,131.78,0.00,0.00,0.00,0.00,131.78,37.67,35.67,35.67,245.25,237.63,237.63,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,7/29/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11084-7-88M,58.80,,07-02-26,4,LA VIGA EXTRUSIONES
,,141-11084-7-88,11084-7-88,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 MADERA DE 6.10 MTS,,PZA,3,PZA,562.70,0.00,0.00,0.00,0.00,562.70,37.67,35.67,35.67,"1,047.23","1,014.67","1,014.67",1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,1/21/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,141-11084-7-88,0.00,,2/21/2026,4,LA VIGA EXTRUSIONES
,,131-11084-7-11M,11084-7-11M,30102306,TUBO RECTANGULAR DE 3 X 1 1/2 NATURAL,,MTS,1,MTS,101.23,0.00,0.00,0.00,0.00,101.23,37.67,35.67,35.67,188.40,182.54,182.54,1,ALUMINIO LINEA NACIONAL,11,TUBOS,19,TUBO RECTANGULAR,10/22/2021,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,131-11084-7-11M,59.05,,03-03-26,4,LA VIGA EXTRUSIONES
